slug,name,origin,rating,roaster,aroma,acid_or_milk,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
https://www.coffeereview.com/review/ethiopia-halo-beriti/,Ethiopia Halo Beriti,"Yirgacheffe growing region, southern Ethiopia",96,Roadmap CoffeeWorks,9.0,9.0,9.0,10.0,9.0,"Richly floral, deeply savory, invitingly complex. Lilac, cocoa nib, strawberry guava, myrrh, salted caramel in aroma and cup. Sweet-savory structure with sparkling acidity; elegantly viscous mouthfeel. Long, lingering cocoa- and floral-toned finish.","This exceptional coffee was selected as the No. 9 coffee on Coffee Review’s list of the Top 30 Coffees of 2022. Produced at Halo Beriti Farm from selected landrace varieties long grown in the region, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","A lyrical, vividly harmonious washed Ethiopia, complete with high-toned fruit, lush floral, and grounding savory notes.Click here for more information about coffees from Ethiopia.","9.0,9.0,9.0,10.0,9.0"
https://www.coffeereview.com/review/espresso-giusto-2/,Espresso Giusto,Colombia; Guatemala; Mexico,93,Roadmap CoffeeWorks,8.0,9.0,9.0,9.0,8.0,"Evaluated as espresso. Chocolaty, sweetly spice-toned. Dark chocolate, date, almond butter, nutmeg, molasses in aroma and small cup. Creamy mouthfeel; crisply chocolaty finish. In three parts milk, chocolate notes take center stage, supported by almond and nutmeg.","A seasonally rotating blend of origins. This season's blend is from Colombia, Guatemala and Mexico. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","A rich-toned, chocolaty, deftly medium-roasted espresso blend with undertones of baking spices.","8.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/narsha-gesha/,Narsha Gesha,"Bench-Maji Zone, southern Ethiopia",96,Corvus Coffee,9.0,9.0,9.0,10.0,9.0,"Richly fruit-toned, cocoa-driven. Bing cherry, lychee, tangerine, cocoa nib, magnolia in aroma and cup. Very sweet, gently tart structure with juicy acidity; plush, viscous mouthfeel. Resonantly integrated, fruity and cocoa-toned finish.","This exceptional coffee was selected as the No. 14 coffee on Coffee Review’s list of the Top 30 Coffees of 2022. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It is processed by the natural method (dried in the whole fruit). Corvus particularly focuses on processing methods and selective harvesting, which results in small, seasonal micro-lots of uniquely sweet, vibrant, and clean flavor profiles. For more information, visit www.corvuscoffee.com.","A decadent fruit-centered medley of stone fruit, tropical fruit, citrus and crisp cocoa nib with exceptionally vibrant acidity and mouthfeel.Click here for more information about coffees from Ethiopia.","9.0,9.0,9.0,10.0,9.0"
https://www.coffeereview.com/review/ethiopia-yirgacheffe-27/,Ethiopia Yirgacheffe,"Yirgacheffe growing region, southern Ethiopia",93,Index Coffee Roasters,9.0,9.0,8.0,9.0,8.0,"Juicy, citrusy-sweet. Tangerine, cocoa nib, plum, marjoram, freesia-like flowers in aroma and cup. Sweet-tart structure with vibrant, high-toned acidity; lightly satiny mouthfeel. The finish consolidates to notes of tangerine zest and cocoa nib.","Produced by smallholding members of the Halo Beriti Cooperative from trees of the Wolishalo, Kurume and Dega varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Index Coffee Roasters is a specialty roaster based in Fairfax, Virginia. Visit www.indexcoffee.com for more information.",A delicately aromatic washed Yirgacheffe cup with a citrus and cocoa throughline.Click here for more information about coffees from Ethiopia.,"9.0,9.0,8.0,9.0,8.0"
https://www.coffeereview.com/review/nicaragua-los-pedernales/,Nicaragua Los Pedernales,"Jinotega Department, Nicaragua",93,Roadmap CoffeeWorks,9.0,8.0,9.0,9.0,8.0,"Gently fruit-toned, crisply chocolaty. Strawberry, baking chocolate, marjoram, cedar, honey in aroma and cup. Sweet in structure with brisk acidity; full, syrupy mouthfeel. Chocolaty finish with undertones of rich cedar.","Produced by Diédericks Gadea of Finca Los Encuentros entirely of the Catuai variety of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.",A pleasing natural-processed Nicaragua cup animated by delicate fruit and crisp chocolate notes.,"9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/ethiopia-washed-guji-uraga-welichu/,Ethiopia Washed Guji Uraga Welichu,"Guji Zone, Oromia Region, southern Ethiopia",96,Kakalove Cafe,9.0,9.0,9.0,10.0,9.0,"Remarkably sweet, rich-toned, deeply floral. Star jasmine, lychee, dried ginger, cocoa nib, myrrh in aroma and cup. Sweetly tart structure with juicy, lively acidity; delicate, very syrupy mouthfeel. Crisp, long, fruit- and cocoa-toned finish.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the traditional washed method (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"An exciting washed Ethiopia cup that evokes tropical fruits and flowers, invigorating in its rich aromatics and structural intrigue.Click here for more information about coffees from Ethiopia.","9.0,9.0,9.0,10.0,9.0"
https://www.coffeereview.com/review/don-roger-isabels-natural-fruit-symphony/,Don Roger & Isabel’s Natural Fruit Symphony,"Jinotega Department, Nicaragua",94,Joe Bean Roasters,9.0,9.0,9.0,9.0,8.0,"Cocoa-toned, bright and vibrant. Cocoa nib, pink grapefruit zest, pomegranate, freesia-like flowers, cedar in aroma and cup. Balanced, sweet-tart structure with juicy acidity; syrupy-smooth mouthfeel. The cocoa-toned finish is complicated by spicy floral tones.","This exceptional coffee was selected as the No. 23 coffee on Coffee Review’s list of the Top 30 Coffees of 2022. Produced by Don Roger and Isabel Mairena of Gold Mountain Coffee Farms from trees of the Bourbon, Caturra, Java and Pache varieties of Arabica, and processed by the natural method (dried in the whole fruit). Joe Bean Roasters is a specialty retail and wholesale coffee roaster based in Rochester, New York. Visit www.joebeanroasters.com for more information.","A balanced, sweetly bright natural-processed Nicaragua cup with tart fruit and citrus at the top and a resonant base of cocoa nib and fragrant aromatic wood.","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/kenya-gitare-aa-top/,Kenya Gitare AA TOP,"Embu County, Eastern Province, Kenya",95,Kakalove Cafe,9.0,9.0,9.0,9.0,9.0,"Sweetly bright, richly savory. Narcissus, pink grapefruit zest, ripe blackberry, cocoa nib, salted caramel in aroma and cup. Sweet-savory, complex structure with juicy acidity; plush, very syrupy mouthfeel. Narcissus and salted caramel notes lead in the long, resonant finish.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A superb version of the beloved Kenya cup with deep berry and bittersweet citrus supported by an umami, salted-caramel throughline.Click here for more information about coffees from Kenya.","9.0,9.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/costa-rica-naranjo-danilo-salazar-arias-2/,Costa Rica Naranjo Danilo Salazar Arias,"Naranjo, Alajuela Province, Costa Rica",93,Coffee By Design,9.0,8.0,9.0,9.0,8.0,"Crisply sweet, brightly tart. Tamarind, pineapple taffy, almond, lime zest, magnolia in aroma and cup. Sweetly tart structure with brisk acidity; very smooth, syrupy mouthfeel. Crisply fruity finish with undertones of almond butter.","Produced by Danilo Salazar Arias of Finca Naranjo and processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","This natural-processed Costa Rica leads with tart fruit, balanced by rich nut and sweet floral tones.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/yemen-natural-sanaa-manakhah-jaadi/,Yemen Natural Sana’a Manakhah Ja’adi,"Manakhah, Sana'a, Yemen",95,Kakalove Cafe,9.0,9.0,9.0,9.0,9.0,"Deeply spice-toned, richly layered. Black currant, clove, dark chocolate, tangerine zest, cedar in aroma and cup. Very sweet with winey acidity; creamy-smooth mouthfeel. The long, chocolaty finish is supported by notes of black currant and clove.","Produced by smallholding farmers entirely of the Ja'adi variety of Arabica, and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A deeply aromatic, richly fruit- and chocolate-driven, spice-framed Yemen cup, nuanced and complex.Click here for more information about coffees from Yemen.","9.0,9.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/ethiopia-bench-maji-gesha-special-natural-lot-03/,Ethiopia Bench Maji Gesha Special Natural Lot 03,"Bench-Maji Zone, southern Ethiopia",95,Kakalove Cafe,9.0,9.0,9.0,9.0,9.0,"Richly sweet, cocoa-driven and crisply fruity. Concord grape, dark chocolate, plumeria, marjoram, sandalwood in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with fruit and chocolate suggestions. ","Produced from trees of the admired Ethiopia-derived botanical variety Gesha (also Geisha). With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. Processed by the dried-in-the-fruit or natural method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",An impeccably composed natural-processed Ethiopia Geisha that leads with decadently sweet tropical fruit supported by rich chocolate and spicy-sweet florals.Click here for more information about coffees from Ethiopia.,"9.0,9.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/ethiopia-yirgacheffe-kochere-debo-premium-lot-washed-process/,Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,"Yirgacheffe growing region, southern Ethiopia",94,Buon Caffe,9.0,9.0,9.0,9.0,8.0,"Complex, delicate, richly sweet. Star jasmine, pink grapefruit zest, nectarine, sandalwood, bay leaf in aroma and cup. Crisp, sweetly tart structure with bright acidity; silky-smooth, vibrant mouthfeel. Grapefruit, nectarine and cashew notes lead in the multi-layered finish. ","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Processed by the traditional washed method (fruit skin and pulp are removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","An inviting classic expression of the washed Yirgacheffe type, citrusy and floral with rich aromatics throughout.Click here for more information about coffees from Ethiopia.","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/ethiopia-natural-yirgacheffe-burtukaana-danche/,Ethiopia Natural Yirgacheffe Burtukaana Danche,"Gedeo Zone, southern Ethiopia",94,Kakalove Cafe,9.0,9.0,9.0,9.0,8.0,"Rich, intensely floral, fruit-toned. Lilac, dried apricot, baking chocolate, frankincense, fresh-cut oak in aroma and cup. Lively, sweet-tart structure with vibrant acidity; full, syrupy-smooth mouthfeel. The resonant finish centers around crisp citrus and sweet floral tones, deepened by notes of baking chocolate.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopia landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A nuanced, richly aromatic natural-processed Ethiopia with juicy acidity and deep chocolate suggestions.Click here for more information about coffees from Ethiopia.","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/finca-buenavista-edwin-zambrano-colombia/,Finca Buenavista Edwin Zambrano Colombia,"Huila Department, Colombia",93,Joe Bean Roasters,9.0,9.0,8.0,9.0,8.0,"Fruit-forward, crisply tropical. Strawberry guava, baking chocolate, lemon verbena, fresh-cut oak, brown sugar in aroma and cup. Sweet in structure with balanced, lively acidity; plush, syrupy mouthfeel. Crisply cocoa-toned finish with undertones of lemon verbena.","Produced by Edwin Zambrano of Finca Buenavista from trees of the Castillo and Colombia varieties of Arabica, and processed by the natural method (dried in the whole fruit). Joe Bean Roasters is a specialty retail and wholesale coffee roaster based in Rochester, New York. Visit www.joebeanroasters.com for more information.","An inviting, cleanly fruit-toned, natural-processed Colombia cup with a crisp chocolate throughline.","9.0,9.0,8.0,9.0,8.0"
https://www.coffeereview.com/review/ethiopia-guji-uraga-wolichu-wachu-anaerobic-natural-process/,Ethiopia Guji Uraga Wolichu Wachu Anaerobic Natural Process,"Guji Zone, Oromia Region, southern Ethiopia",93,Buon Caffe,9.0,8.0,9.0,9.0,8.0,"Delicately fruity, spice-toned. Red plum, ginger blossom, cocoa nib, lemon balm, maple syrup in aroma and cup. Gently vibrant structure with round acidity; viscous, satiny mouthfeel. Cocoa-toned finish, supported by notes of lemon balm and maple syrup.","Guji is a now celebrated growing region nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions. This coffee was processed by the anaerobic natural method, in which the whole fruit is fermented in an oxygen-free environment before drying. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","An interesting spice-toned anaerobic Ethiopia cup — nuanced and rich with an especially buoyant, lively mouthfeel.Click here for more information about coffees from Ethiopia.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/bouquet-serenade-1982-espresso-blend/,Bouquet Serenade 1982 Espresso Blend,Costa Rica; Honduras; Indonesia,93,Buon Caffe,9.0,9.0,8.0,9.0,8.0,"Evaluated as espresso. Deeply sweet, richly earth-toned and chocolaty. Blueberry coulis, dark chocolate, pipe tobacco, cedar, magnolia in aroma and small cup. Crisply viscous mouthfeel; fruit-driven finish with dark chocolate undertones. In three parts milk, fruit and chocolate notes mingle with earthy-sweet pipe tobacco and cedar.","An espresso blend comprised of green coffees processed by three different methods in three different origins: a wet-hulled Sumatra, an anaerobic natural Costa Rica and washed Honduras. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","A complex espresso blend with berry top notes, richly sweet tobacco, and dark chocolate through and through, especially in cappuccino format. / all particularly ","9.0,9.0,8.0,9.0,8.0"
https://www.coffeereview.com/review/honduras-copan-finca-liquidambar-natural-process/,Honduras Copan Finca Liquidambar Natural Process,"Las Flores, Marcala, La Paz, Honduras",93,Buon Caffe,9.0,8.0,9.0,9.0,8.0,"Crisp, balanced, vibrant. Cocoa nib, tea rose, hazelnut, marjoram, red apple in aroma and cup. Sweet structure with gentle acidity; buttery mouthfeel. The nuanced finish leads with notes of cocoa nib and marjoram, supported by red apple.","Produced by Lennon Diaz of Finca Liquidambar from the Yellow Catuai, Red Catuai, Icatu, Red and Yellow Pache and Pacas Amarillo varieties of Arabica, and processed by the natural method (dried in the whole fruit). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","A quietly confident Honduras natural, harmonious and integrated.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/colombia-tolima-la-gallera-honey-process/,Colombia Tolima La Gallera Honey Process,"Tolima, Colombia",92,Buon Caffe,9.0,8.0,9.0,8.0,9.0,"Crisply sweet, spice-toned. Pie cherry, oak, baking chocolate, freesia-like flowers, sandalwood in aroma and cup. Sweet in structure with citrusy acidity; syrupy-smooth mouthfeel. The finish centers around tart stone fruit and aromatic wood notes, with a hint of spicy florals underneath.","Produced at Finca La Gallera and processed by the honey method, in which the skins are removed from the fruit but some of the fruit flesh (mucilage) is allowed to dry on the beans. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.",A cleanly fruit-driven honey-processed Colombia with pleasingly spicy floral undertones.,"9.0,8.0,9.0,8.0,9.0"
https://www.coffeereview.com/review/the-glistening-orchard-blend/,The Glistening Orchard Blend,Colombia; Ethiopia,91,Buon Caffe,9.0,7.0,8.0,9.0,8.0,"Fruity and crisply chocolaty. Green banana, cane sugar, dark chocolate, cedar, cashew in aroma and cup. Sweetly tart with sharp acidity; full, velvety mouthfeel. The finish consolidates to notes of chocolate-toned banana and cashew.","A blend of three coffees — a washed coffee fermented with pineapple and another fermented with passionfruit from Colombia and a traditional washed from Ethiopia. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.",A uniquely composed blend of two Colombia fruit-fermented washed coffees combined with a traditionally washed Ethiopia — chocolaty and tart-leaning.,"9.0,7.0,8.0,9.0,8.0"
https://www.coffeereview.com/review/ethiopia-hateso-guji-washed/,Ethiopia Hateso Guji Washed,"Guji Zone, Oromia Region, Ethiopia",94,RamsHead Coffee Roasters,9.0,9.0,9.0,9.0,8.0,"Complex, nuanced, deep. White nectarine, lavender, dark chocolate, maple syrup, tangerine zest in aroma and cup. Richly sweet structure with crisply bright acidity; very full, syrupy mouthfeel. Cocoa-toned finish supported by notes of white nectarine and maple syrup.","Produced by smallholding farmers from local landrace varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A classic washed Ethiopia Guji cup with deeply expressed notes of stone fruit, spicy florals, and rich dark chocolate.","9.0,9.0,9.0,9.0,8.0"
